IATA_airport_code;Airport_lat;Airport_lon
GDL;20.5218;-103.311167
DMK;13.912583;100.60675
ZQL;47.973331;8.522223
CFN;55.0442;-8.341
DOK;48.073611;37.739722
VDH;17.515;106.590556
TBB;13.04955;109.333706
DOG;19.153867;30.430094
HLD;49.204997;119.825
DOY;37.2716;118.2819
DMD;-17.9403;138.822
DTM;51.518314;7.612242
DHN;31.321339;-85.449628
DLA;4.006081;9.719481
DOV;39.129539;-75.465958
YZD;43.7425;-79.465556
NAG;21.092192;79.047183
VLV;9.340797;-70.584089
JBQ;18.5725;-69.9856
FYV;36.005094;-94.170059
TPL;31.1525;-97.407778
DRS;51.132767;13.767161
YHD;49.831667;-92.744167
DUJ;41.1783;-78.8987
DXB;25.252778;55.364444
DUB;53.421333;-6.270075
DBV;42.561353;18.268244
DBQ;42.402;-90.709472
DLH;46.842091;-92.193649
DGT;9.333714;123.300472
LUV;-5.66162;132.731
DND;56.452499;-3.025833
DUE;-7.40089;20.8185
DUD;-45.928055;170.198333
DNH;40.094;94.4818
PQC;10.227025;103.967169
DPA;41.907778;-88.248611
DGO;24.124194;-104.528014
DRO;37.151516;-107.75377
DUR;-29.970089;30.950519
MME;54.509189;-1.429406
DYU;38.543333;68.825
DUS;51.289453;6.766775
ABZ;57.201944;-2.197778
DYS;32.420756;-99.8546
DZA;-12.804722;45.281113
SVD;13.144306;-61.210861
ELE;8.133;-77.7
EGE;39.642556;-106.917694
SYA;52.712275;174.11362
TSS;40.7425;-73.971944
ELS;-33.035569;27.825939
GGG;32.384014;-94.711486
CLL;30.588583;-96.363833
ZEM;52.2264;-78.5225
QAS;36.212658;1.331775
EOI;59.1906;-2.77222
EDI;55.95;-3.3725
YXD;53.5725;-113.520556
YEG;53.309723;-113.579722
YET;53.578888;-116.465
SVI;2.152175;-74.76635
MAO;-3.038611;-60.049721
LYB;19.6591666667;-80.09083333
MPV;44.203503;-72.562328
GAL;64.736178;-156.937417
EDW;34.905417;-117.883739
GRQ;53.11972;6.579444
HGA;9.518167;44.088758
QEF;49.9608;8.64361
EGS;65.283333;-14.401389
VPS;30.48325;-86.5254
EIL;64.665667;-147.1015
ETH;29.561281;34.960081
EIN;51.450139;5.374528
YOA;64.698889;-110.614722
EYP;5.32;-72.38
LPB;-16.513339;-68.192256
AAC;31.0733;33.8358
NDR;34.9888;-3.02821
EHL;-41.943189;-71.532289
EBM;31.704281;9.254619
FTE;-50.280322;-72.053103
ECA;11;11
UIB;5.690758;-76.641181
NJK;32.829222;-115.671667
AXM;4.452775;-75.766447
PVA;13.356944;-81.35833
ELF;13.614892;25.32465
ELG;30.571294;2.859586
MDO;-34.917;-54.917
CJC;-22.498175;-68.903575
ENI;11.202;119.417
EBD;13.153219;30.232675
ELP;31.80725;-106.377583
MDZ;-32.831717;-68.792856
SAL;13.440947;-89.055728
KOE;-10.171583;123.671136
PMY;-42.759161;-65.102725
PMC;-41.438886;-73.093953
ELT;28.209028;33.645517
NZJ;33.676132;-117.731164
EZS;38.606925;39.291417
ELC;-12.0194;135.571
BOG;4.701594;-74.146947
EDL;0.404458;35.238928
ATH;37.936358;23.944467
ESL;46.3739;44.3309
ECG;36.260581;-76.174572
EKN;38.889444;-79.857139
EKO;40.8249;-115.792
EFD;29.607333;-95.15875
RCA;44.145042;-103.103567
CAG;39.251469;9.054283
EDF;61.250986;-149.806503
ELM;42.159889;-76.891611
MEC;-0.946078;-80.678808
SBO;32.609139;-82.369944
EME;53.391186;7.227408
KJA;56.18;92.475
EMD;-23.5675;148.179167
1Z8;11.34075;162.327861
ENT;11.3407;162.328
ENF;68.362586;23.424322
ONX;9.35664;-79.8674
DAV;8.391003;-82.434992
ESE;31.795281;-116.602772
ENH;30.3203;109.485
EBB;0.042386;32.443503
LVA;48.031361;-0.742986
SXB;48.538319;7.628233
ENU;6.474272;7.561961
BII;11.5225;165.565
OMA;41.303167;-95.894069
EBL;36.237611;43.963158
ECN;35.1547;33.4961
ERF;50.979811;10.958106
MLX;38.435347;38.091006
ERI;42.082022;-80.176217
ASR;38.770386;35.495428
PRC;34.654472;-112.419583
BAQ;10.889589;-74.780819
ERS;-22.6122;17.0804
ERC;39.710203;39.527003
ERZ;39.956501;41.170166
ORN;35.623858;-0.621183
EBJ;55.525942;8.553403
MYC;10.25;-67.6494
ESB;40.128082;32.995083
IFN;32.750836;51.861267
ESK;39.784138;30.582111
ESF;31.394903;-92.295772
EPR;-33.6844;121.823
EQS;-42.90795;-71.139472
ESS;51.402333;6.937333
ENC;48.692069;6.230458
YEN;49.210278;-102.965833
ANK;39.949831;32.688622
MAZ;18.255694;-67.148472
YEU;79.994722;-85.814167
BSL;47.59;7.529167
EVV;38.036997;-87.532364
EVE;68.4913;16.678108
ORL;28.545464;-81.332936
EXT;50.734444;-3.413889
GGT;23.562631;-75.877958
EUX;17.496492;-62.979439
PPT;-17.556667;-149.611389
MVP;1.253664;-70.233878
FGI;-13.84861111;-171.74083333
FIE;59.5358;-1.62806
FAI;64.815114;-147.856267
SKA;47.615058;-117.655772
FFD;51.682167;-1.790028
YZS;50.330278;-115.873333
LYP;31.365014;72.994842
FBD;37.1211;70.5181
FKQ;-2.920192;132.267031
FAV;-16.05415;-145.656994
AOI;43.616389;13.362222
APW;-13.829969;-172.008336
NFL;39.416584;-118.70098
INL;48.566186;-93.403067
RVA;-22.805286;47.820614
FAA;10.035467;-10.769825
ULQ;4.088358;-76.235133
FAB;51.275833;-0.776333
ZFA;62.2075;-133.375833
FAO;37.014425;-7.965911
NOS;-13.312067;48.314822
BKS;-3.8637;102.339036
FYT;17.917053;19.111078
FAY;34.9912;-78.8803
FAF;37.1325;-76.608841
SFF;47.682819;-117.322558
TTT;22.754986;121.101681
FRE;-8.1075;159.577
FEG;40.3588;71.745
BUD;47.436933;19.255592
FEN;-3.854928;-32.423336
SIG;18.456828;-66.098139
WFI;-21.441558;47.111736
KZI;40.28611;21.840834
FLR;43.809953;11.2051
FCO;41.804475;12.250797
FLG;35.140318;-111.6692392
BON;12.131044;-68.268511
BGO;60.293386;5.218142
YFO;54.678055;-101.681667
FLS;-40.0917;147.993
FLO;34.185361;-79.723889
FLW;39.455272;-31.131361
FRO;61.583611;5.024722
AAH;50.823194;6.186389
ZFD;59.3344;-107.182
FOE;38.950944;-95.663611
FDE;61.25;5.45
FRL;44.194753;12.070094
FMA;-26.212722;-58.228111
FBU;59.883333;10.616667
YFA;52.2014;-81.6969
YPY;58.767223;-111.117222
FNL;40.451828;-105.011336
FOD;42.5512;-94.191842
YAG;48.6542;-93.4397
YGH;66.26666667;-128.65
YFH;51.5619;-87.9078
FXE;26.197281;-80.170706
FLL;26.072583;-80.15275
YMM;56.653333;-111.221944
ZFM;67.4075;-134.860556
YYE;58.836389;-122.596944
YFR;61.180832;-113.689722
YER;56.0189;-87.6761
YFS;61.760153;-121.236525
FSM;35.336583;-94.367444
YSM;60.020278;-111.961944
YXJ;56.238056;-120.740278
FST;30.915667;-102.916139
FWA;40.978472;-85.195139
FTW;32.819778;-97.362444
FYU;66.571492;-145.250417
FOA;60.121;-2.052
FOM;5.636919;10.750817
FMN;36.74125;-108.229944
NVS;47.002625;3.113333
NVK;68.435833;17.388056
FOK;40.843656;-72.631789
DVO;7.9;125.37
SPN;15.119003;145.729356
JDF;-21.7915;-43.386778
OCC;-0.462886;-76.986842
FRW;-21.159597;27.474525
HOG;20.785589;-76.315108
MLS;46.428;-105.886
HHN;49.948672;7.263892
FRA;50.026421;8.543125
FKL;41.377874;-79.860362
BIK;-1.190017;136.107997
YFC;45.868889;-66.537222
FNA;8.616444;-13.195489
MZM;49.071667;6.131667
ASD;24.698283;-77.795611
FAT;36.776194;-119.71814
FIG;10.350556;-13.569167
FDH;47.671317;9.511486
TBU;-21.241214;-175.149644
FUE;28.452717;-13.863761
FJR;25.112225;56.323964
FUJ;32.666269;128.832808
FUK;33.585942;130.450686
FKS;37.2274;140.431
FUN;-8.525;179.196389
FEL;48.205667;11.267
FTA;-19.5164;170.232
GAE;33.876919;10.103333
GAF;34.422022;8.822503
GNV;29.690056;-82.271778
GLK;6.78083;47.4547
GIG;-22.808903;-43.243647
BZN;45.777643;-111.160151
GEV;67.132408;20.814636
GUP;35.511058;-108.789308
GWY;53.300175;-8.941592
TOB;31.861;23.907
GAX;-2.71016;9.96062
GMB;8.128764;34.563131
GAN;-0.693342;73.1556
YQX;48.936944;-54.568056
KAG;37.753561;128.943625
KVD;40.7377;46.3176
KOW;25.8258;114.912
GAQ;16.248433;-0.005456
XMN;24.544036;118.127739
SRX;31.0635;16.595
GCK;37.927528;-100.724417
OSL;60.193917;11.100361
FNI;43.757444;4.416347
GOU;9.335892;13.370103
GMI;-6.27111;150.331
YGP;48.775278;-64.478611
ELQ;26.302822;43.773911
YND;45.521694;-75.563589
GTA;-8.75;158.2
LGW;51.148056;-0.190278
ZGU;-14.2181;167.587
GVX;60.593333;16.951389
GAY;24.744308;84.951175
BDT;4.253206;20.975283
GKE;50.960817;6.042422
SKE;59.185;9.566944
GMA;3.235369;19.771258
TIJ;32.541064;-116.970158
PBL;10.4805;-68.073025
BOS;42.364347;-71.005181
TTG;-22.6196;-63.7937
MLM;19.849944;-101.0255
TAM;22.29645;-97.865931
VER;19.145931;-96.187267
HMO;29.095858;-111.047858
BLA;10.107139;-64.689161
CUP;10.660014;-63.261681
GYM;27.968983;-110.925169
ACA;16.757061;-99.753953
ZCL;22.897112;-102.68689
REX;26.008908;-98.228513
CGU;8.288527;-62.760361
PZO;8.288528;-62.760361
LAP;24.072694;-110.362475
MCH;-3.268903;-79.961572
MTY;25.778489;-100.106878
CVJ;18.834764;-99.2613
MKE;42.947222;-87.896583
CVM;23.703336;-98.956486
CUU;28.702875;-105.964567
MZT;23.161356;-106.266072
ESM;0.978519;-79.6266
MXL;32.630634;-115.241637
GES;6.10644;125.235
MAM;25.769894;-97.525311
SNC;-2.204994;-80.988878
PRA;-31.794778;-60.480361
GVA;46.238064;6.10895
GOA;44.413333;8.8375
IAH;29.984433;-95.341442
SLU;14.020228;-60.992936
GRJ;-34.005553;22.378889
GRR;42.880833;-85.522806
MNI;62.193333;16.791389
GET;-28.7961;114.707
YGQ;49.778332;-86.939445
BUN;3.819628;-76.989767
CYB;19.686981;-79.882789
LTD;30.151695;9.715305
GNZ;-21.6925;21.6581
GHT;25.145564;10.142647
GSM;26.9487;56.2688
MUW;35.207725;0.147142
GIB;36.151219;-5.349664
GHF;49.648131;9.966494
GIL;35.918786;74.333644
YGX;56.3575;-94.7106
GCC;44.3489167;-105.5393611
PUS;35.179528;128.938222
GMP;37.558311;126.790586
FOG;41.432917;15.535028
GRO;41.900969;2.760547
PNP;-8.80454;148.309
GIS;-38.663333;177.978333
GYI;-1.677203;29.258875
YHK;68.635556;-95.849722
FCA;48.310472;-114.256
GLT;-23.8697;151.223
GLA;55.871944;-4.433056
MON;-43.906666;170.128333
GLO;51.894167;-2.167222
LFW;6.165611;1.254511
GOI;15.380833;73.831422
VDM;-40.869222;-63.000389
GGS;-48.7831;-70.15
GDE;5.93513;43.5786
GCE;5.935128;43.578567
FTK;37.907058;-85.972106
MPH;11.9214999;121.953
YGO;54.5589;-94.4914
ZGI;54.8397;-94.0786
VIX;-20.258056;-40.286389
OOL;-28.164444;153.504722
GTR;33.450333;-88.591361
SZZ;53.584731;14.902206
GLF;8.653775;-83.180544
GOQ;34.633;98.867
LCE;15.742481;-86.853036
GOM;-1.670814;29.238464
GME;52.527022;31.016692
GDQ;12.5199;37.434047
YYR;53.319168;-60.425833
YOP;26.739708;83.449708
GOR;8.167;35.55
YZE;45.885277;-82.567778
GOZ;43.151444;25.712889
GKA;-6.081689;145.391881
GDA;9.272222;21.197222
GOV;-12.2694;136.818
PVH;-8.709294;-63.902281
GHB;25.284706;-76.331011
GRW;39.092169;-28.029847
LPA;27.931886;-15.386586
FPO;26.558686;-78.695553
GCN;35.9523611;-112.1469722
SFG;18.099914;-63.047197
GCJ;-25.986267;28.140061
RDR;47.961098;-97.401194
GFK;47.949256;-97.176111
GJT;39.122413;-108.526735
YQU;55.179722;-118.885
MWH;47.207708;-119.32019
SVC;32.6365;-108.156
BGI;13.074603;-59.492456
GNT;35.167286;-107.901989
GRF;47.079217;-122.580783
GRZ;46.991067;15.439628
GTF;47.482;-111.370689
BGM;42.208689;-75.979839
IKK;41.071389;-87.846278
YQM;46.112221;-64.678611
ROC;43.118866;-77.672389
GSP;34.895556;-82.218889
GWO;33.494328;-90.084706
YZX;44.984444;-64.916944
POP;19.7579;-70.570033
PBF;34.173142;-91.935597
SKY;41.433361;-82.652333
RME;43.2338;-75.407033
GFF;-34.2508;146.067
YGZ;76.4261;-82.9092
GUS;40.648094;-86.152119
JGR;61.2333;-48.1
GTE;-13.975;136.46
GRS;42.759747;11.071897
GON;41.330056;-72.045139
TAR;40.517514;17.403212
GRV;43.2981;45.7841
GRY;66.5547;-18.0175
GHU;-33.010278;-58.613056
GUM;13.48345;144.795983
GJA;16.445367;-85.906611
BJX;20.993464;-101.480847
GUQ;9.026944;-69.75515
GYS;32.3911;105.702
REC;-8.126794;-34.923039
GRU;-23.432075;-46.469511
ELU;33.5114;6.77679
GCI;49.434956;-2.601969
GUB;28.0261;-114.024
PPN;2.4544;-76.609319
BES;48.447911;-4.418539
GUI;10.574078;-62.312667
GPT;30.407278;-89.070111
GKN;62.154888;-145.456639
ULU;2.80556;32.2718
VOG;48.782528;44.345544
GUC;38.53389;-106.93889
URY;31.411942;37.279469
GUR;-10.3115;150.334
QUS;12.171667;6.696111
FLA;1.589189;-75.564372
BCA;20.365317;-74.506206
ADZ;12.583594;-81.711192
GST;58.4253;-135.707
GUT;51.922833;8.306333
GWD;25.233308;62.329494
GWL;26.293336;78.227753
KWJ;35.126389;126.808889
GWE;-19.436394;29.861911
LWN;40.750369;43.859342
QGY;47.6244;17.8136
TJQ;-2.745722;107.754917
ENE;-8.849294;121.660644
MIR;35.758056;10.754722
HAC;33.115;139.785833
HFS;60.0201;13.5789
HFA;32.809444;35.043056
HAS;27.437917;41.686292
HNS;59.2438;-135.524
HKD;41.77;140.821944
YHZ;44.880833;-63.50861
HLP;-6.26661;106.891
YUX;68.776111;-81.243611
KEV;61.85605;24.7866
HAD;56.691128;12.820211
XFW;53.535886;9.837025
HAM;53.630389;9.988228
HTI;-20.3581;148.952
YHM;43.173611;-79.935
HLZ;-37.866661;175.332056
HNM;20.795636;-156.014439
HNA;39.428611;141.135278
ZNF;50.169189;8.961586
BHB;44.4497689;-68.3615653
BTH;1.121028;104.118753
HAQ;6.74423;73.1705
HAJ;52.461056;9.685078
HZG;33.0636;107.008
HOI;-18.074814;-140.945886
HRE;-17.931806;31.092847
MDT;40.193494;-76.763403
CKB;39.2966;-80.2281
HFD;41.736722;-72.649444
VSF;43.343333;-72.517222
ATL;33.636719;-84.428067
UPG;-5.061631;119.554042
EUN;27.1517;-13.2192
HRM;32.930431;3.311542
HAA;70.486675;22.139744
HDY;6.933206;100.392975
CUR;12.188853;-68.959803
PIB;31.4671;-89.3371
HVR;48.542983;-109.762342
CEG;53.178056;-2.977778
YHY;60.839722;-115.782778
HIS;-20.066668;148.86667
LHR;51.4775;-0.461389
FAR;46.92065;-96.8157639
HEH;20.747036;96.792044
HEI;54.1533;8.90167
HEK;50.25;127.3
HLN;46.606806;-111.98275
HGL;54.1853;7.91583
HEM;60.254558;25.042828
HEL;60.317222;24.963333
HMV;65.8061;15.0828
HCN;22.0411;120.73
OTP;44.572161;26.102178
STX;17.701889;-64.798556
FSI;34.649833;-98.402167
HEA;34.210017;62.2283
FLN;-27.670489;-48.547181
HDF;53.8787;14.1523
VTU;20.987642;-76.9358
PBC;19.158144;-98.371447
CIJ;-11.040436;-68.782972
HVB;-25.318889;152.880278
UVF;13.733194;-60.952597
BAK;40.4675;50.046667
GYD;40.4675;50.046667
HKY;35.741147;-81.38955
VDE;27.814847;-17.887056
YOJ;58.621389;-117.164722
HIF;41.123939;-111.973039
INJ;32.083486;-97.097228
ITO;19.721375;-155.048469
HIJ;34.436111;132.919444
AUQ;-9.76879;-139.011
HBR;34.991308;-99.051353
HBA;-42.836111;147.510278
HOD;14.753;42.976336
HDS;-24.368642;31.048744
HOQ;50.288836;11.854919
HKK;-42.713611;170.985278
HMN;32.852519;-106.106525
HCR;62.1883;-159.775
HOM;59.645556;-151.476583
HST;25.48855;-80.383567
HKG;22.308919;113.914603
SHA;31.197875;121.336319
HIR;-9.428;160.054789
BEQ;52.342611;0.772939
HNL;21.318681;-157.922428
HLR;31.138731;-97.714469
HOK;-18.3367;130.638
YHO;55.4483;-60.2286
HID;-10.5864;142.29
HFN;64.295556;-15.227222
HOR;38.519894;-28.715872
HTN;37.038522;79.864933
ALG;36.691014;3.215408
CMX;47.1684;-88.4891
HUL;46.123083;-67.792056
CMR;48.109853;7.359011
HOV;62.18;6.0742
HOW;8.914794;-79.599633
KKN;69.725781;29.891295
GNA;53.602;24.0538
HHQ;12.636225;99.951533
HUH;-16.687242;-151.021667
HUN;24.023725;121.616906
NOV;-12.808878;15.760547
CSX;28.189158;113.219633
HYN;28.5622;121.429
HBX;15.3617;75.0849
HUV;61.768092;17.080719
YHB;52.816666;-102.31139
HGD;-20.815;144.225
HLF;57.525833;15.823333
HUY;53.574444;-0.350833
SVN;32.01;-81.145683
HSV;34.6371944;-86.7750556
HRG;27.178317;33.799436
HRT;30.427803;-86.689278
HON;44.3852;-98.228542
HZK;65.952328;-17.425978
BDO;-6.900625;107.576294
WKM;-18.629872;27.021042
HDD;25.3181;68.3661
HYD;17.453117;78.467586
ISC;49.919;-6.3075
IAS;47.178492;27.620631
IBA;7.362458;3.978333
IBZ;38.872858;1.373117
TNG;35.726917;-5.916889
YVA;-11.7108;43.2439
IDA;43.514556;-112.07075
IAA;67.4372;86.6219
QFI;68.7;-52.9667
YGT;69.3647;-81.8161
CMW;21.420428;-77.847433
BQS;50.425394;127.412478
BDR;41.163472;-73.126167
IHU;-7.89756;145.396
JIK;37.682717;26.347061
IKI;33.749027;129.785417
PFR;-4.333;20.583
YGR;47.424721;-61.778056
IOS;-14.815964;-39.033197
ILI;59.754356;-154.910961
VVZ;26.723536;8.622653
ILO;10.713044;122.545297
ILR;8.440211;4.493919
JAV;69.23444;-51.05111
IKA;35;51
IPL;32.834219;-115.578744
IMF;24.75995;93.896697
IAM;28.05155;9.642911
INZ;27.251022;2.512017
ICN;37.469075;126.450517
UTO;65.992794;-153.704289
IND;39.717331;-86.294383
DEL;28.5665;77.103088
AGA;30.381353;-9.546311
CPE;19.816794;-90.500314
PCA;20.0772;-98.782814
INH;-23.876431;35.408544
INN;47.260219;11.343964
INO;-1.94722;18.2858
YPH;58.4719;-78.0769
YEV;68.304167;-133.482778
IVC;-46.412408;168.312992
INV;57.5425;-4.0475
IOA;39.696388;20.8225
CFU;39.601944;19.911667
IPA;-18.8783;169.308
YFB;63.75639;-68.555832
IRI;-7.668633;35.752114
IKT;52.268028;104.388975
IFJ;66.058056;-23.135278
ISG;24.344525;124.186983
IRD;24.1525;89.049446
PKN;-2.705197;111.673208
ISJ;21.245033;-86.739967
YIV;53.8572;-94.6536
ILY;55.681944;-6.256667
IOM;54.083333;-4.623889
PBP;9.85611;-85.3708
ISE;37.8554;30.3684
ITH;42.491028;-76.458444
IVL;68.607269;27.405328
IFO;48.8842;24.6861
TNR;-18.79695;47.478806
YIK;62.4173;-77.9253
IWJ;34.6764;131.79
IWO;24.784;141.322722
ZIH;17.601569;-101.460536
IJK;56.8281;53.4575
IZO;35.413611;132.89
BQU;12.9884;-61.262
BUQ;-20.017431;28.617869
GDT;21.4445;-71.1423
JLR;23.177817;80.052047
JAT;7.45235;168.552
HHR;33.922839;-118.335186
JAN;32.311167;-90.075889
JAC;43.607333333;-110.73775
JAX;30.494056;-81.687861
NIP;30.235834;-81.680556
JAQ;-5.6525;151.507
CFG;22.15;-80.414167
JAI;26.824192;75.812161
JSA;26.888653;70.864967
JAA;34.399842;70.498625
GTO;0.637119;122.849858
UIT;5.90924;169.637
DAY;39.902375;-84.219375
JMS;46.9297;-98.6782
IXJ;32.689142;74.837389
JGA;22.465522;70.012556
IXW;22.813211;86.168844
RGT;-0.352808;102.334917
JQE;7.51778;-78.1572
RZE;50.109958;22.019
SOQ;-0.926358;131.121194
JEJ;7.56535;168.962
CJU;33.511306;126.493028
JEE;18.6631;-74.1703
XRY;36.744622;-6.060111
JER;49.207947;-2.195508
JSR;23.1838;89.160833
AGU;21.705558;-102.317858
JPR;-10.8708;-61.8465
JMU;46.8434;130.465
CKG;29.719217;106.641678
GJL;36.795136;5.873608
JIM;7.666094;36.816639
TNA;36.857214;117.215992
JDZ;29.3386;117.176
JHG;21.973914;100.759611
KHI;24.906547;67.160797
JNZ;41.1014;121.062
JIU;29.733;115.983
JZH;32.857;103.683
JIW;25.0678;61.8054
JDH;26.251092;73.048869
JOE;62.662906;29.60755
PBM;5.452831;-55.187783
JNB;-26.139166;28.246
JFK;40.639751;-73.778925
JST;40.316111;-78.833889
SNA;33.675667;-117.868222
JON;16.7286;-169.534
JOL;6.05367;121.011
NBO;1.319167;36.9275
JMO;28.782222;83.7225
JBR;35.831708;-90.646417
JKG;57.757594;14.068731
JLN;37.151814;-94.498269
LIM;-12.021889;-77.114319
SJE;2.579694;-72.639358
CBB;-17.421058;-66.177114
JRH;26.731528;94.175536
BSC;6.202917;-77.394675
GYE;-2.157419;-79.883558
CZE;11.414867;-69.681656
MDE;6.164536;-75.423119
HAV;22.989153;-82.409086
LSP;11.780775;-70.151497
GPI;2.570133;-77.8986
VRA;23.034445;-81.435278
RTB;16.316814;-86.522961
VIG;8.62414;-71.6727
SJO;9.993861;-84.208806
SRE;-19.007083;-65.288747
SAB;17.645278;-63.220556
SUB;-7.379831;112.786858
JJI;-7.1691;-76.728561
JUB;4.872006;31.601117
JUJ;-24.392778;-65.097778
JCK;-20.6683;141.723
JUL;-15.467103;-70.158169
JUM;29.274167;82.193333
JNU;58.354972;-134.576278
TRK;3.326694;117.565569
JWA;-24.602333;24.690971
JYV;62.399453;25.678253
KDM;0.4880555;72.995556
KBT;8.90056;170.844
ABK;6.734;44.253
KBL;34.565853;69.212328
HTA;52.026317;113.305556
DNA;26.355612;127.767633
KDO;1.85917;73.5219
KAD;10.696025;7.320114
KED;16.159547;-13.507617
KGE;-7.333;157.583
KOJ;31.803397;130.719408
KCM;37.539;36.9534
OGG;20.89865;-156.430458
KAI;5.167;-59.483
KBZ;6.638;-42.253
IXH;24.308192;92.007156
KNG;-3.644517;133.695553
KAT;-35.07;173.285278
KAJ;64.285472;27.692414
KLX;37.068319;22.025525
AZO;42.234875;-85.552058
LUP;21.211;-156.974
KAX;-27.69;114.262
FMI;-5.875556;29.25
KGI;-30.789444;121.461667
KLO;11.679431;122.376294
KFG;-17.4319;130.808
LLA;65.543758;22.121989
KLR;56.685531;16.287578
KLG;61.5363;-160.341
JKL;36.963333;26.940556
KME;-2.462242;28.90795
KMN;-8.642025;25.252897
KAC;37.0206;41.1914
YKA;50.702222;-120.444444
KUY;-7.42035;143.122
LLW;-13.789378;33.781
KGA;-5.900055;22.469166
KDH;31.505756;65.847822
IXY;23.112719;70.100289
KDR;-6.183;149.533
NGF;21.450453;-157.768
XGR;58.7114;-65.9928
YKG;60.0272;-69.9992
JAF;9.792331;80.070089
KNU;26.441444;80.364864
KIX;34.4347222;135.244167
MCI;39.297606;-94.713905
KHH;22.577094;120.350006
KLC;14.146881;-16.051297
NAV;38.771867;34.53455
JHM;20.962936;-156.673031
YYU;49.413889;-82.4675
KRY;45.617;84.883
KAB;-16.519761;28.884981
KLV;50.202978;12.914983
KSK;59.345867;14.495922
KSD;59.4447;13.3374
HAU;59.345267;5.208364
KGJ;-9.953569;33.893022
AOK;35.421408;27.146008
KTA;-20.712222;116.773333
KSY;40.5622;43.115
KSQ;38.8336;65.9215
KRB;-17.4567;140.83
KRP;56.297458;9.124628
XKS;53.5247;-88.6428
BBK;-17.832875;25.1624
ZKE;52.2825;-81.6778
KHG;39.542922;76.019956
PSJ;-1.416753;120.657669
KSJ;35.421358;26.910047
KSL;15.387494;36.328842
KSF;51.408394;9.377631
KZS;36.127777;29.566656
CPH;55.617917;12.655972
EUA;-21.3783;-174.958
KAU;63.127078;23.051442
KKR;-15.663333;-146.884769
KUN;54.963919;24.084778
KVG;-2.5794;150.808
KAW;10.0493;98.538
KYS;14.481233;-11.404397
KZN;55.606186;49.278728
EAR;40.727;-99.0068
KGG;12.572292;-12.220333
BIX;30.410425;-88.924433
EFL;38.120069;20.500481
KEF;63.985;-22.605556
YLW;49.956112;-119.377778
KEJ;55.270094;86.107208
KEM;65.781889;24.5991
POT;18.198806;-76.534528
ENA;60.573111;-151.245
TMB;25.647889;-80.432777
KEN;7.89129;-11.1766
KET;21.301611;99.635997
NNA;34.298864;-6.595878
YQK;49.788334;-94.363056
KMA;-7.96361;145.771
KKE;-35.262779;173.911944
KER;30.274444;56.951111
KIR;52.180878;-9.523783
KTE;4.537222;103.426756
IXK;21.317069;70.270403
KTN;55.355556;-131.71375
MEI;57.4477;-6.7246
EYW;24.556111;-81.759556
NQX;24.575834;-81.688889
HJR;24.817197;79.918597
KHM;25.988333;95.674444
HMA;61.0285;69.0861
KRT;15.589497;32.553161
KHS;26.170986;56.240569
HTG;71.9781;102.491
UUS;46.888672;142.717531
KKC;16.466628;102.783661
KHD;33.4354;48.2829
NAK;14.934514;102.078639
HVD;47.9541;91.6282
KGD;54.89005;20.592633
LBD;40.2154;69.6947
KDD;27.7906;66.6473
OXF;51.836944;-1.32
KEL;54.3795;10.145167
KFA;16.589983;-11.406208
KGL;-1.968628;30.13945
TKQ;-4.883;29.633
TNJ;0.922683;104.532311
KRI;-7.42438;144.25
LDI;-9.85111;39.7578
KKW;-5.035767;18.785631
KIO;5.64452;169.12
JRO;-3.429406;37.074461
HKN;-5.46217;150.405
KIM;-28.802834;24.765167
YLC;62.85;-69.8833
YKY;51.5175;-109.180833
KND;-2.919178;25.915361
DHA;26.265417;50.152027
JED;21.679564;39.156536
GIZ;16.901111;42.585833
DMM;26.471161;49.79789
OMF;32.356353;36.259181
KNS;-39.8775;143.878
RUH;24.95764;46.698776
HBT;27.900917;45.528194
AKN;58.676778;-156.649278
KIF;53.0125;-89.8553
IGM;35.2595;-113.938
KGC;-35.713889;137.521389
YGK;44.225277;-76.596944
NQI;27.507223;-97.809723
IRK;40.0935;-92.5449
KOI;58.957778;-2.905
KRN;67.821986;20.336764
FKI;0.5175;25.155014
KIH;26.526156;53.980211
KMU;-0.377353;42.459233
KIS;-0.086139;34.728892
KTD;25.944722;131.326944
KTL;0.971989;34.958556
KIT;36.274258;23.016978
KTT;67.701022;24.84685
UNG;-6.12571;141.282
KWY;-1.96056;41.2975
MJF;65.783997;13.214914
KRS;58.204214;8.085369
LMT;42.1561;-121.733
KLZ;-29.688403;17.094006
VVO;43.398953;132.148017
RKD;44.0601111;-69.0992303
UKB;34.632778;135.223889
ZNV;50.3255;7.528667
KCZ;33.546111;133.669444
ADQ;57.749967;-152.493856
KGP;62.18;74.53
KCT;5.99368;80.3203
KKD;-8.88468;147.731
KOV;53.3291;69.5946
KLH;16.664658;74.289353
CGN;50.865917;7.142744
SVX;56.743108;60.802728
KWZ;-10.765886;25.505714
KMQ;36.394611;136.406544
KXK;50.4094;136.934
KOA;19.738767;-156.045631
UND;36.665111;68.910833
KNQ;-21.053428;164.837806
KON;14.35;108.017
KYA;37.979;32.561861
KUT;42.176653;42.482583
HGO;9.387183;-5.556664
KRL;41.6978;86.1289
KXF;-17.3458;179.422
PCN;-41.348333;173.955278
KGS;36.793335;27.091667
KSC;48.663055;21.241112
KSA;5.356975;162.958386
